plant_index,site_id,detail_url,scientific_name_master,scientific_name_page,name_match,family_page,synonym_page,bangla_name,english_name,disease_raw,uses_raw,chemical_constituents_raw,habit,distribution_raw,description_raw,source_cache_file,http_status,scrape_timestamp,quality_flags
435,442,https://mpbd.cu.ac.bd/details.php?id=442,Leucas ASPERA (Willd.) Link.,Leucas  ASPERA (Willd.) Link.,True,Lamiaceae,Leucas dimidiata  (Roth) Spreng. Leucas plukenetii  (Roth) Spreng. Phlomis aspera  Willd. Phlomis esculenta  Roxb.,"Donkolos, Shetadrone, Chhoto Halkusha. Dulfi. ,Pi Tung Chang, Pai Thung Sa (Marma).",-,"Insecticide, rheumatism, psoriasis and skin disease.","The plants are believed to be antidote for snake venom, used as an insecticide.The leaves are useful in chronic rheumatism. The juice of leaves is applied in psoriasis and other chronic skin eruption. 
Ethanolic extract of the leaves and stems possess an","Leaves contain glucosides, tannins, saponins and sterols, ? and ?-sitosterol. Shoots contain aliphatic 28-hydroxy pentatriacon-7-one, 7-hydroxydotriacontan-2-one, 1-hydroxytetratriacontan-4-one, 32-methyl tetratriacontan-8-ol, 5-acetoxy-triacontane, dotri",Herb,"Dhaka, Chittagong and Chittagong Hill Tracts in fallow lands.","A diffusely branched, annual herb, 15-45 cm high, branches quadrangular, hispid. Leaves subsessile, 2.5-7.5 cm long, linear-oblong or oblong-lanceolate, obtuse entire or crenate, hairy. Flowers white, sessile or subsessile in terminal and axillary whorls, up to 2.5 cm diam., corolla 1 cm long.",36b6601319d9ebe6d4217634.html,200,2026-09-24T18:47:14.623329+00:00,encoding_loss_suspected
436,443,https://mpbd.cu.ac.bd/details.php?id=443,Leonurus SIBIRICUS L.,Leonurus  SIBIRICUS L.,True,Lamiaceae,Leonurus manshuricus  Y.Yabe Leonurus multifidus  (Moench) Desf. Panzeria angustifolia  Raf. Phlomis sibirica  (L.) Medik.,"Raktodrone, Guma, Juma, Jajura.",Motherwort.,"Tonic, alterative, vulnerary, febrifuge, constructive and aphrodisiac.","The dried plant is prescribed as a tonic, alterative, vulnerary and general remedy in puerperal and menstrual diseases, useful towards uterus contraction. The juice of the leaves is poured in to ear to relieve earache in Jointiapur of Sylhet. The root and","Leaves, stems and flowers contain alkaloids, leonurine, stachydrine and sibirine and seeds contain leonurinine. They also contain diterpenes, flavonoids, caffeic acid, arginine and guanidine derivatives, glucoside, tannins, rectin and furmeric acid (Ghani",Herb,All over the country in fallow lands and road side.,"An erect, annual herb, up to 1.5 m high, stems quadrangular. Leaves 3.8-10 cm long, palmatipartite with linear, incised segments. Flowers red, 1.5 cm long, in axillary whorls, upper floral leaves usually entire.",a9218be1434b6c8baf826d22.html,200,2026-09-24T18:47:15.811126+00:00,
437,444,https://mpbd.cu.ac.bd/details.php?id=444,Lens CULINARIS Medik.,Lens  CULINARIS Medik.,True,Fabaceae,Ervum lens  L. Lens esculenta  Moench Vicia lens  (L.) Coss. & Germ.,"Musur, Musuri, Masur. ,Ma kalai (Murong).",Lentil.,"Diuretic, tonic, laxative, astringent, bowels, ulcers, styptic and astringent.","Seeds are diuretic, tonic, laxative and astringent to the bowels, useful in constipation and other intestinal affections. Paste of the seeds is a useful cleansing application in cases of foul and indolent ulcers. Seeds coat is styptic and astringent.","Seeds are rich in protein (22-60%) and are a good source of B-vitamins and minerals. They are also rich in starch and fatty oil. Raw pulse also contains uric acid and arsenic. Seeds also contain kaempferol glycoside and 3,4? 7-trihydroxyflavone. Tricetin,",Herb,Cultivated throughout the country.,"An annual herb, branching from the base. Leaves pinnate, leaflets 4-6 pairs, sessile, lanceolate, often mucronate. Flower pale purple, in 2-4 flowered racemes. Pod rhomboid oblong, about 1.3 cm long. Seeds usually 2, compressed, grey, with minute spots.",e318f3e4c51056a2a102c897.html,200,2026-09-24T18:47:17.128363+00:00,encoding_loss_suspected
438,445,https://mpbd.cu.ac.bd/details.php?id=445,Leea MACROPHYLLA Roxb.,Leea  MACROPHYLLA Roxb.,True,Leeaceae,Leea angustifolia  P. Lawson Leea aspera  Wall. ex G. Don  Leea latifolia  Wall. ex Kurz Leea robusta  Roxb.,"Dholsamudra, Hastikarna, Hastikarna Polas (Natore).",-,"Aastringent, alexipharmic and guineaworm.","The tuberous roots are astringent and alexipharmac, used to kill guineaworm, and when pounded is applied to obstinate sores to promote cicatrisation. It is applied externally to allay pain and to stop the effusion of blood.",-,Herb,Chittagong Hill Tracts.,"A low-shrub, up to 1 m high, with annual shoot, root tuberous, perennial. Leaves simple, large, broadly ovate, cordate, acute or acuminate, coarsely serrate, the lower leaves up to 60 cm long, the upper 15-23 cm. Flowers small, white, in terminal much branched, corymbose cymes. Berry 6-8 mm diam., depressed globose, lobed, black.",643f28fb63a2ddfeaa5875f8.html,200,2026-09-24T18:47:18.205867+00:00,
439,446,https://mpbd.cu.ac.bd/details.php?id=446,Leea INDICA (Burm. f.) Merr.,Leea  INDICA (Burm. f.) Merr.,True,Leeaceae,Leea   sambucina Willd. Aquilicia otillis  Gaertn. Leea divaricata  T. & B.  Leea viridiflora  Planch. Staphylea indica  Burm. f.,"Kukur jiwa, Achila gach, Arengi.,Kra, Kre, Si Sa Kalo (Marma).",-,Bubo and boils.,Marma of Chittagong Hill Tracts prescribe combined root paste of this plant along with the root of Oreocnide integrifolia and Cissus repens in bubo and boils.,-,Shrub,"Forests of Chittagong and Chittagong Hill Tracts, Sylhet and village groves.","A rigid shrub, 1.2-3 m high, branches many from base, shraight. Leaves 38-50 cm long, 2- rarely 3-pinnate, leaflets 7.5-20 cm long, oblong or elliptic-oblong, acuminate, coarsely and irregularly serrate. Flowers small, white, in large, branched, corymbose cymes. Berry 6-8 mm, depressed globose, lobed, purple-black.",3402149c05fcf585f5959083.html,200,2026-09-24T18:47:19.399746+00:00,
440,447,https://mpbd.cu.ac.bd/details.php?id=447,Leea asiatica (L.) Ridsdale.,Leea asiatica (L.) Ridsdale.,True,Leeaceae,Leea crispa  L. Leea herbacea  Buch.-Ham. Leea pinnata  Andrews Phytolacca asiatica  L.,"Ban Chalita.,Kara Giri (Marma).",-,Guineaworm and wounds.,The tubers are used as a remedy for guineaworm. The leaves when bruised are applied to wounds.,-,Shrub,Forest of Chittagong and Chittagong Hill Tracts.,"A rigid shrub, 1.3-2.5 m  high, stem jointed, swollen above the joints, and together with the branches, peduncles, petioles, furnished with 6-8 short crisp wings. Leaves usually simply pinnate, leaflets oblong, parallel-sided, 10-18 cm long, acute, sharply serrate. Flowers small, greenish-white, in small terminal cymes. Berry 8 mm across, depressed globose, lobed, black.",6e3f855da3f37cce9623bc5a.html,200,2026-09-24T18:47:20.526641+00:00,
441,448,https://mpbd.cu.ac.bd/details.php?id=448,Leea AEQUATA L.,Leea  AEQUATA L.,True,Leeaceae,Leea ancolona  Miq. Leea hirsuta  Blume ex Spreng. Leea hirta  Roxb. ex Hornem.  Leea hispida  Gagnep.,"Kakjangha.,Sine Sa Apang (Marma).",-,"Astringent, anthelmintic, vulnerary, antipyretic, alexiteric, bronchitis, skin disease, dyspepsia, fever, leprosy, itching and ulcers.","The stem is astringent. The root is astringent, anthelmintic, vulnerary, antipyretic and alexiteric, useful in bronchitis, anaesthesis of skin, dyspepsia, bilious fever, leprosy, itching and tuberculous ulcers.",-,Shrub,Forest of Chittagong and Sylhet.,"A shrub, 1.2-3 m high. Leaves 2-pinnate (the upper often simply pinnate or rarely simple), leaflets 7.5-18 cm long, oblong or ovate-oblong, acuminate, irregularly serrate. Flowers white, in short, compact, pubescent cymes. Berry 6 mm diam., depressed-globose, lobed, black.",9c894ef65548dca63aeaacdf.html,200,2026-09-24T18:47:21.788438+00:00,
442,449,https://mpbd.cu.ac.bd/details.php?id=449,Lawsonia INERMIS L.,Lawsonia  INERMIS L.,True,Lythraceae,Alcanna spinosa  (L.) Gaertn. Casearia multiflora  Spreng. Lawsonia speciosa  L. Rotantha combretoides  Baker,"Mehedi, Mendi.","Henna, Samphire.","Emmenagogue, jaundice, spleen, calculous affections, skin diseases, leprosy, burns, scalds, emetic, expectorant, diuretic, vulnerary, jaundice, headache, eczema, leprosy, dandruff, bruises, sprains,  spermatorrhoea, astringent, refrigerant, vulnerary, sop","The bark is considered emmenagogue, given in jaundice, enlarged spleen, calculous affections, obstinate skin diseases and as an alterative in leprosy. Decoction of the bark is applied to burns and scalds.  The leaves are emetic, expectorant, diuretic and","Various aliphatic constituents, terpenoids, sterols, naphthoquinone derivatives, phenolic constituents, tannins, coumarins, xanthones and flavonoids have been reported as the chemical constituents of this plant. They have also been reported to contain api",Shrub,Cultivated throughout the country.,"A much-branched shrub. Leaves small, 1.3-3.2 cm long, elliptic or broadly lanceolate, acute or obtuse. Flowers numerous, 1.3 cm across, white in large terminal pyramidal panicled cymes. Capsule globose, 6 mm across.",ea4f32197e154853c55ca785.html,200,2026-09-24T18:47:23.028532+00:00,
443,450,https://mpbd.cu.ac.bd/details.php?id=450,Launaea SARMENTOSA (Willd.) Sch.-Bip.,Launaea  SARMENTOSA (Willd.) Sch.-Bip.,True,Asteraceae,Ammoseris sarmentosa  (Willd.) D.Dietr. Chondrilla sarmentosa  (Willd.) Poir. Lactuca sarmentosa  (Willd.) DC. Prenanthes sarmentosa  Willd.,-,-,"Lactagogue, tonic, diuretic, aperient, rheumatic and soporific.","The plant is given as a lactagogue. Juice of the plant is tonic, diuretic, aperient, applied in rheumatic affections and given as a soporific to children.","Taraxasterol has been isolated from leaves and taraxeryl acetate from the roots of the plant (Rastogi & Mehrotra, 1990).",Herb,"Chittagong, Cox’s Bazar, Nizhum Deep, on the sand-dunes.","A glabrous flagelliform, procumbent perennial herb, rooting and leaf-bearing at the nodes and arching between them. Leaves radical, 2.5-75 cm long, oblong, runcinate-pinnatifid or sinuate-toothed or lobed. Heads 1-1.3 cm long, solitary or in clusters of 1-2, arising from the nodes together with the cauline leaves.",182af36c23f3f291d8024796.html,200,2026-09-24T18:47:24.371531+00:00,
444,451,https://mpbd.cu.ac.bd/details.php?id=451,Launaea ASPLENIIFOLIA Hook. f.,Launaea  ASPLENIIFOLIA Hook. f.,True,Asteraceae,Ammoseris aspleniifolia  (Willd.) D.Dietr. Chondrilla aspleniifolia  (Willd.) Poir. Microrhynchus aspleniifolius  (Willd.) DC. Prenanthes aspleniifolia  Willd.,"Tik-chana, Tik-dana.",-,Lactagogue.,The root of this plant in combination with other drugs is given as a lactagogue.,-,Herb,Throughout the country on sandy habitat.,"A biennial or perennial glabrous herb with a slender, vertical, very long rootstock. Leaves sessile or subsessile, 7.5-15 cm long, narrowly obovate, sinuate-lobed or pinnatifid. Flowering-stems 15-45 cm long, many from the root, almost naked, branches dichotomously divaricating. Heads 1.3 cm, terminal, paniculate.",9527b05bf95451e18476f294.html,200,2026-09-24T18:47:25.536998+00:00,
445,452,https://mpbd.cu.ac.bd/details.php?id=452,Lasia SPINOSA (L.) Thw.,Lasia  SPINOSA (L.) Thw.,True,Araceae,Lasia heterophylla  Schott. Dracontium spinosum  L. Lasia crassifolia  Engl. Lasia roxburghii  Griff. Pothos lasia  Roxb.,"Kantakachu, Kattosh (Chittagong). ,Gandagi (Chakma), Taratu (Marma), Kattolii (Tanchangya).",-,Colic and rheumatism.,"The plant is recommended for colic, rheumatism and intestinal diseases. Corm is used as a remedy for throat affections. Leaves and corms are given as a cure for piles in Khagrachari.",-,-,"Throughout the country in low-lying shady areas, near water bodies.","A stout, intensely prickly marsh plant, with creeping rootstock. Leaves long petioled, 15-45 cm long, young hastate or sagittate, old pinnatifid, segments lanceolate, acuminate. Spathe 20-35 cm long, spirally twisted above the spadix. Spadix about 2.5 cm long, scarlet-coloured. Fruit an oblong capitate syncarp, 5 cm diam.",85fd421253504aa9338ba7fa.html,200,2026-09-24T18:47:26.986537+00:00,
446,453,https://mpbd.cu.ac.bd/details.php?id=453,Dendrocnide sinuata (Blume) Chew.,Dendrocnide sinuata (Blume) Chew.,True,Urticaceae,Laportea crenulata  Gaudich. Dendrocnide pulus  (Steud.) Chew Laportea sinuata  (Blume) Miq. Urticastrum sinuatum  (Blume) Kuntze,"Chutra, Chorpata.,Hung Su, Mang Jaiah (Marma).",-,Scabies and fever.,Young twigs are fried or cooked as vegetables and taken to cure scabies. Root juice is given in long standing fever. Plant is poisonous.,-,Shrub,"Chittagong Hill tracts, Kurigram, Lalmonirhat, Mymensingh and other parts of the country in forest and village thickets.","An evergreen shrub, 2.4-3 m high, branches stout, terete, green. Leaves 23-30 cm long, oval to oblong or oblong-lanceolate, acute, acuminate or caudate, clothed beneath and often above with stinging hairs, entire, minutely sinuate or crenulate above the middle, base rounded or cordate. Cymes short, flexuous, suberect, flowers small, diocious in dichotomously branched cymes.",80efd535f675b02a68d7d7a8.html,200,2026-09-24T18:47:28.284401+00:00,
447,454,https://mpbd.cu.ac.bd/details.php?id=454,Lantana CAMARA L.,Lantana  CAMARA L.,True,Verbenaceae,Lantana aculeata  L. Lantana antillana  Raf. Lantana asperata  Vis. Lantana crocea  Jacq.  Lantana spinosa  L. ex Le Cointe,Chotra.,Lantana.,"Vulnerary,diaphoretic, carminative,antispasmodic,tetanus,rheumatism,malaria, viscera and measles.","The plant is considered vulnerary, diaphoretic, carminative and antispasmodic, decoction is given in tetanus, rheumatism and malaria, much used in atony of abdominal viscera. Leaves are used for the treatment of measles, malaria and tetanus in Khagrachari","Plant yields an essential oil containing camerene, isocamerene and micranene. Leaves during flowering and seedling stages yield 0.31-0.68% lantanine (Chopra et al., 1992). Aerial parts contain a cardio active principle, lancamarone and toxic triterpene ac",Tree,"over Bangladesh, in scrubs, roadsides and fallow lands.","A large scrambling evergreen shrub, 1.2-2.4 m high with many recurved prickles on stems. Leaves opposite, 2.5-7.5 cm long, ovate, subacute, crenate-serrate, scrabrid on both sides. Flowers small, 6 mm across, variously coloured in heads, 2.5 cm across. Fruit rotundate, smooth, size of a pea, black.",400307427e662292453bcdc5.html,200,2026-09-24T18:47:29.343497+00:00,
448,455,https://mpbd.cu.ac.bd/details.php?id=455,Lannea COROMANDELICA (Houtt.) Merr.,Lannea  COROMANDELICA (Houtt.) Merr.,True,Anacardiaceae,Calesium grande  Kuntze Lannea grandis  Engl. Odina pinnata  Rottler Rhus odina  Buch.-Ham. ex Wall. (Anacardiaceae),"Jiga, Jika, Jeol, Bhadi, Jeol Bhadi, Kamila, Kafila, Kachra Bhadi, Katrang Bhadi (Chittagong), Jiuli (Rajshahi), Kaimula, Kai engla (Sylhet), Kocha (Jessore).",-,"Astringent,stomachic,impetigenous eruptions,ulcers,sprains,heart diseases, dysentery ,mouth sores, toothache and pains.","The bark is considered astringent and stomachic, used as a lotion in impetigenous eruptions, leprous and obstinate ulcers, cures sprains, bruises, skin eruptions, heart diseases, dysentery and mouth sores. Decoction of the bark is used for toothache. Its","Flowing gum of the plant is a neutral polysaccharide composed of D-galactose and L-arabinose. Bark contains phlobatannins, ?-sitosterol, physcion, physcion anthranol B, dl-epicatechin and leucocyanidin. Heartwood is rich in leucocyanidin. Flowers contain",Tree,"Throughout Bangladesh, also cultivated as live fence and hedge.","A medium-sized deciduous tree. Bark thick, ashy-grey. Leaves crowded at the end of branches, imparipinnate, 30-45 cm long, leaflets 7-11, oblong or elliptic, acuminate, 2.5-5 cm long. Flowers small, greenish yellow in compact fascicles of racemes, at the end of the leafless branches. Drupes, reniform, produced in clusters from the end of leafless branches.",8532e21f7b644f0cf3d0b80e.html,200,2026-09-24T18:47:30.633808+00:00,encoding_loss_suspected
449,456,https://mpbd.cu.ac.bd/details.php?id=456,Lagerstroemia speciosa (L.) Pers.,Lagerstroemia speciosa (L.) Pers.,True,Lythraceae,Lagerstroemia reginae  Roxb. Adambea hirsuta  Lam. Lagerstroemia hirsuta  (Lam.) Willd. Munchausia speciosa  L.,"Jarul, Kantajarul, Banjarul, Paniajarul. ,Kha Mong (Mogh), Kha Mong Pa (Marma).","Queen Crape Myrtle, Indian Lilac.","Hypoglycaemic,narcotic, purgative, astringent,stimulant and febrifuge.","Leaves posess hypoglycaemic activities. The fruits are used as a local application for aphthae of the mouth. The seeds are narcotic. The bark and leaves are purgative. Roots are considered astringent, stimulant and febrifuge. 
All parts of the plant, par","Leaves and fruits contain ellagitannins and related compounds. Extract of leaves contain alanine, isoleucine ?-aminobutyric acid and menthionine, but no alkaloids or glucosides or sterols or flavonoids (Ghani, 2003). Leaves also contain lageracetal, amyl",Tree.,"Throughout Bangladesh, usually growing by the side of canals and ditches.","A medium-sized to large much branched deciduous tree. Leaves elliptic or oblong-lanceolate, 10-20 cm long, acuminate. Flowers large, 5-7.5 cm across, showy, mauve purple, in large, terminal panicles, sometimes reaching 30 cm long. Fruits a subglobose capsule, 2-3.2 cm long.",9d1881008fbe78b7bead5eaf.html,200,2026-09-24T18:47:31.877612+00:00,encoding_loss_suspected
